season,version,era,episode,castaway,confessional_count
5,US,Seasons 1-15,1,Tanya,3
5,US,Seasons 1-15,1,Jed,2
5,US,Seasons 1-15,1,Ghandia,9
5,US,Seasons 1-15,1,Stephanie,1
5,US,Seasons 1-15,1,Robb,6
5,US,Seasons 1-15,1,Shii Ann,3
5,US,Seasons 1-15,1,Erin,1
5,US,Seasons 1-15,1,Ken,1
5,US,Seasons 1-15,1,Penny,3
5,US,Seasons 1-15,1,Jake,5
5,US,Seasons 1-15,1,Ted,3
5,US,Seasons 1-15,1,Helen,6
5,US,Seasons 1-15,1,Jan,3
5,US,Seasons 1-15,1,Clay,1
5,US,Seasons 1-15,1,Brian,1
5,AU,Seasons 1-15,1,Phoebe,0
5,AU,Seasons 1-15,1,Nick,2
5,AU,Seasons 1-15,1,Brooke,2
5,AU,Seasons 1-15,1,Flick,0
5,AU,Seasons 1-15,1,Lee,0
5,AU,Seasons 1-15,1,Tarzan,3
5,AU,Seasons 1-15,1,Jacqui,0
5,AU,Seasons 1-15,1,AK,2
5,AU,Seasons 1-15,1,Henry,7
5,AU,Seasons 1-15,1,Locky,0
5,AU,Seasons 1-15,1,Michelle,2
5,AU,Seasons 1-15,1,Jericho,1
5,AU,Seasons 1-15,1,Moana,0
5,AU,Seasons 1-15,1,Zach,0
5,AU,Seasons 1-15,1,Lydia,4
5,AU,Seasons 1-15,1,Mat,3
5,AU,Seasons 1-15,1,Shonee,1
5,AU,Seasons 1-15,1,Sharn,0
5,AU,Seasons 1-15,1,Shane,5
5,AU,Seasons 1-15,1,David,3
5,AU,Seasons 1-15,1,John,0
5,AU,Seasons 1-15,1,Daisy,0
5,AU,Seasons 1-15,1,Abbey,0
5,AU,Seasons 1-15,1,Harry,4
5,SA,Seasons 1-15,1,Ashleigh,3
5,SA,Seasons 1-15,1,Marsha,1
5,SA,Seasons 1-15,1,Killarney,0
5,SA,Seasons 1-15,1,Zan,4
5,SA,Seasons 1-15,1,Shona,3
5,SA,Seasons 1-15,1,Phil,2
5,SA,Seasons 1-15,1,Gena,3
5,SA,Seasons 1-15,1,Sonette,5
5,SA,Seasons 1-15,1,Stephen,3
5,SA,Seasons 1-15,1,Marian,2
5,SA,Seasons 1-15,1,Solly,7
5,SA,Seasons 1-15,1,Moyra,6
5,SA,Seasons 1-15,1,Vel,1
5,SA,Seasons 1-15,1,Shane,5
5,SA,Seasons 1-15,1,Altaaf,3
5,SA,Seasons 1-15,1,Zavion,4
5,SA,Seasons 1-15,1,David,2
5,SA,Seasons 1-15,1,Sivu,0
5,SA,Seasons 1-15,1,Buhle,4
5,SA,Seasons 1-15,1,Graham,2
5,SA,Seasons 1-15,1,Mark,13
5,SA,Seasons 1-15,1,Corne,14
5,US,Seasons 1-15,2,Tanya,1
5,US,Seasons 1-15,2,Jed,4
5,US,Seasons 1-15,2,Ghandia,2
5,US,Seasons 1-15,2,Stephanie,2
5,US,Seasons 1-15,2,Robb,1
5,US,Seasons 1-15,2,Shii Ann,5
5,US,Seasons 1-15,2,Erin,2
5,US,Seasons 1-15,2,Ken,2
5,US,Seasons 1-15,2,Penny,0
5,US,Seasons 1-15,2,Jake,4
5,US,Seasons 1-15,2,Ted,0
5,US,Seasons 1-15,2,Helen,11
5,US,Seasons 1-15,2,Jan,1
5,US,Seasons 1-15,2,Clay,7
5,US,Seasons 1-15,2,Brian,2
5,AU,Seasons 1-15,2,Phoebe,9
5,AU,Seasons 1-15,2,Nick,1
5,AU,Seasons 1-15,2,Brooke,0
5,AU,Seasons 1-15,2,Flick,0
5,AU,Seasons 1-15,2,Lee,0
5,AU,Seasons 1-15,2,Tarzan,0
5,AU,Seasons 1-15,2,Jacqui,0
5,AU,Seasons 1-15,2,AK,3
5,AU,Seasons 1-15,2,Henry,2
5,AU,Seasons 1-15,2,Locky,1
5,AU,Seasons 1-15,2,Michelle,0
5,AU,Seasons 1-15,2,Jericho,6
5,AU,Seasons 1-15,2,Moana,0
5,AU,Seasons 1-15,2,Zach,0
5,AU,Seasons 1-15,2,Lydia,0
5,AU,Seasons 1-15,2,Mat,7
5,AU,Seasons 1-15,2,Shonee,1
5,AU,Seasons 1-15,2,Sharn,0
5,AU,Seasons 1-15,2,David,9
5,AU,Seasons 1-15,2,John,0
5,AU,Seasons 1-15,2,Daisy,4
5,AU,Seasons 1-15,2,Abbey,0
5,AU,Seasons 1-15,2,Harry,3
5,SA,Seasons 1-15,2,Ashleigh,2
5,SA,Seasons 1-15,2,Marsha,1
5,SA,Seasons 1-15,2,Killarney,1
5,SA,Seasons 1-15,2,Zan,0
5,SA,Seasons 1-15,2,Shona,6
5,SA,Seasons 1-15,2,Phil,2
5,SA,Seasons 1-15,2,Gena,0
5,SA,Seasons 1-15,2,Sonette,4
5,SA,Seasons 1-15,2,Stephen,0
5,SA,Seasons 1-15,2,Marian,1
5,SA,Seasons 1-15,2,Solly,0
5,SA,Seasons 1-15,2,Moyra,4
5,SA,Seasons 1-15,2,Vel,0
5,SA,Seasons 1-15,2,Shane,2
5,SA,Seasons 1-15,2,Altaaf,2
5,SA,Seasons 1-15,2,Zavion,6
5,SA,Seasons 1-15,2,David,3
5,SA,Seasons 1-15,2,Sivu,4
5,SA,Seasons 1-15,2,Buhle,4
5,SA,Seasons 1-15,2,Graham,5
5,SA,Seasons 1-15,2,Mark,4
5,SA,Seasons 1-15,2,Corne,3
5,US,Seasons 1-15,3,Jed,1
5,US,Seasons 1-15,3,Ghandia,5
5,US,Seasons 1-15,3,Stephanie,0
5,US,Seasons 1-15,3,Robb,6
5,US,Seasons 1-15,3,Shii Ann,4
5,US,Seasons 1-15,3,Erin,2
5,US,Seasons 1-15,3,Ken,1
5,US,Seasons 1-15,3,Penny,1
5,US,Seasons 1-15,3,Jake,1
5,US,Seasons 1-15,3,Ted,5
5,US,Seasons 1-15,3,Helen,3
5,US,Seasons 1-15,3,Jan,0
5,US,Seasons 1-15,3,Clay,3
5,US,Seasons 1-15,3,Brian,5
5,AU,Seasons 1-15,3,Phoebe,1
5,AU,Seasons 1-15,3,Nick,3
5,AU,Seasons 1-15,3,Brooke,3
5,AU,Seasons 1-15,3,Flick,0
5,AU,Seasons 1-15,3,Lee,6
5,AU,Seasons 1-15,3,Tarzan,0
5,AU,Seasons 1-15,3,Jacqui,1
5,AU,Seasons 1-15,3,AK,1
5,AU,Seasons 1-15,3,Henry,1
5,AU,Seasons 1-15,3,Locky,2
5,AU,Seasons 1-15,3,Michelle,0
5,AU,Seasons 1-15,3,Moana,1
5,AU,Seasons 1-15,3,Zach,1
5,AU,Seasons 1-15,3,Lydia,0
5,AU,Seasons 1-15,3,Mat,8
5,AU,Seasons 1-15,3,Shonee,0
5,AU,Seasons 1-15,3,Sharn,4
5,AU,Seasons 1-15,3,David,6
5,AU,Seasons 1-15,3,John,0
5,AU,Seasons 1-15,3,Daisy,3
5,AU,Seasons 1-15,3,Abbey,0
5,AU,Seasons 1-15,3,Harry,1
5,SA,Seasons 1-15,3,Marsha,3
5,SA,Seasons 1-15,3,Killarney,0
5,SA,Seasons 1-15,3,Zan,1
5,SA,Seasons 1-15,3,Shona,0
5,SA,Seasons 1-15,3,Phil,2
5,SA,Seasons 1-15,3,Gena,1
5,SA,Seasons 1-15,3,Sonette,2
5,SA,Seasons 1-15,3,Stephen,0
5,SA,Seasons 1-15,3,Marian,1
5,SA,Seasons 1-15,3,Solly,1
5,SA,Seasons 1-15,3,Moyra,0
5,SA,Seasons 1-15,3,Vel,0
5,SA,Seasons 1-15,3,Shane,2
5,SA,Seasons 1-15,3,Altaaf,4
5,SA,Seasons 1-15,3,Zavion,4
5,SA,Seasons 1-15,3,David,2
5,SA,Seasons 1-15,3,Sivu,2
5,SA,Seasons 1-15,3,Buhle,2
5,SA,Seasons 1-15,3,Graham,1
5,SA,Seasons 1-15,3,Mark,10
5,SA,Seasons 1-15,3,Corne,8
5,US,Seasons 1-15,4,Ghandia,4
5,US,Seasons 1-15,4,Stephanie,4
5,US,Seasons 1-15,4,Robb,4
5,US,Seasons 1-15,4,Shii Ann,3
5,US,Seasons 1-15,4,Erin,1
5,US,Seasons 1-15,4,Ken,1
5,US,Seasons 1-15,4,Penny,8
5,US,Seasons 1-15,4,Jake,1
5,US,Seasons 1-15,4,Ted,1
5,US,Seasons 1-15,4,Helen,6
5,US,Seasons 1-15,4,Jan,3
5,US,Seasons 1-15,4,Clay,4
5,US,Seasons 1-15,4,Brian,1
5,AU,Seasons 1-15,4,Phoebe,1
5,AU,Seasons 1-15,4,Nick,4
5,AU,Seasons 1-15,4,Brooke,2
5,AU,Seasons 1-15,4,Flick,0
5,AU,Seasons 1-15,4,Lee,1
5,AU,Seasons 1-15,4,Tarzan,0
5,AU,Seasons 1-15,4,Jacqui,1
5,AU,Seasons 1-15,4,AK,1
5,AU,Seasons 1-15,4,Henry,5
5,AU,Seasons 1-15,4,Locky,4
5,AU,Seasons 1-15,4,Michelle,6
5,AU,Seasons 1-15,4,Moana,2
5,AU,Seasons 1-15,4,Zach,0
5,AU,Seasons 1-15,4,Lydia,0
5,AU,Seasons 1-15,4,Mat,4
5,AU,Seasons 1-15,4,Shonee,0
5,AU,Seasons 1-15,4,Sharn,0
5,AU,Seasons 1-15,4,David,5
5,AU,Seasons 1-15,4,John,0
5,AU,Seasons 1-15,4,Abbey,4
5,AU,Seasons 1-15,4,Harry,0
5,SA,Seasons 1-15,4,Killarney,7
5,SA,Seasons 1-15,4,Zan,2
5,SA,Seasons 1-15,4,Shona,2
5,SA,Seasons 1-15,4,Phil,5
5,SA,Seasons 1-15,4,Gena,0
5,SA,Seasons 1-15,4,Sonette,1
5,SA,Seasons 1-15,4,Stephen,1
5,SA,Seasons 1-15,4,Marian,2
5,SA,Seasons 1-15,4,Solly,1
5,SA,Seasons 1-15,4,Moyra,0
5,SA,Seasons 1-15,4,Vel,1
5,SA,Seasons 1-15,4,Shane,3
5,SA,Seasons 1-15,4,Altaaf,0
5,SA,Seasons 1-15,4,Zavion,0
5,SA,Seasons 1-15,4,David,4
5,SA,Seasons 1-15,4,Sivu,4
5,SA,Seasons 1-15,4,Buhle,2
5,SA,Seasons 1-15,4,Graham,1
5,SA,Seasons 1-15,4,Mark,3
5,SA,Seasons 1-15,4,Corne,5
5,US,Seasons 1-15,5,Stephanie,4
5,US,Seasons 1-15,5,Robb,2
5,US,Seasons 1-15,5,Shii Ann,5
5,US,Seasons 1-15,5,Erin,2
5,US,Seasons 1-15,5,Ken,0
5,US,Seasons 1-15,5,Penny,4
5,US,Seasons 1-15,5,Jake,4
5,US,Seasons 1-15,5,Ted,4
5,US,Seasons 1-15,5,Helen,4
5,US,Seasons 1-15,5,Jan,2
5,US,Seasons 1-15,5,Clay,5
5,US,Seasons 1-15,5,Brian,4
5,AU,Seasons 1-15,5,Phoebe,0
5,AU,Seasons 1-15,5,Nick,10
5,AU,Seasons 1-15,5,Brooke,0
5,AU,Seasons 1-15,5,Flick,0
5,AU,Seasons 1-15,5,Lee,1
5,AU,Seasons 1-15,5,Tarzan,0
5,AU,Seasons 1-15,5,Jacqui,0
5,AU,Seasons 1-15,5,AK,0
5,AU,Seasons 1-15,5,Henry,8
5,AU,Seasons 1-15,5,Locky,4
5,AU,Seasons 1-15,5,Moana,0
5,AU,Seasons 1-15,5,Zach,0
5,AU,Seasons 1-15,5,Lydia,0
5,AU,Seasons 1-15,5,Mat,1
5,AU,Seasons 1-15,5,Shonee,12
5,AU,Seasons 1-15,5,Sharn,0
5,AU,Seasons 1-15,5,David,0
5,AU,Seasons 1-15,5,John,1
5,AU,Seasons 1-15,5,Abbey,1
5,AU,Seasons 1-15,5,Harry,3
5,SA,Seasons 1-15,5,Zan,5
5,SA,Seasons 1-15,5,Shona,5
5,SA,Seasons 1-15,5,Phil,2
5,SA,Seasons 1-15,5,Gena,2
5,SA,Seasons 1-15,5,Sonette,2
5,SA,Seasons 1-15,5,Stephen,2
5,SA,Seasons 1-15,5,Marian,3
5,SA,Seasons 1-15,5,Solly,1
5,SA,Seasons 1-15,5,Moyra,0
5,SA,Seasons 1-15,5,Vel,0
5,SA,Seasons 1-15,5,Shane,3
5,SA,Seasons 1-15,5,Altaaf,0
5,SA,Seasons 1-15,5,Zavion,2
5,SA,Seasons 1-15,5,David,4
5,SA,Seasons 1-15,5,Sivu,1
5,SA,Seasons 1-15,5,Buhle,1
5,SA,Seasons 1-15,5,Graham,1
5,SA,Seasons 1-15,5,Mark,2
5,SA,Seasons 1-15,5,Corne,3
5,US,Seasons 1-15,6,Robb,8
5,US,Seasons 1-15,6,Shii Ann,3
5,US,Seasons 1-15,6,Erin,3
5,US,Seasons 1-15,6,Ken,3
5,US,Seasons 1-15,6,Penny,5
5,US,Seasons 1-15,6,Jake,3
5,US,Seasons 1-15,6,Ted,6
5,US,Seasons 1-15,6,Helen,4
5,US,Seasons 1-15,6,Jan,2
5,US,Seasons 1-15,6,Clay,5
5,US,Seasons 1-15,6,Brian,3
5,AU,Seasons 1-15,6,Phoebe,0
5,AU,Seasons 1-15,6,Nick,4
5,AU,Seasons 1-15,6,Brooke,0
5,AU,Seasons 1-15,6,Flick,0
5,AU,Seasons 1-15,6,Lee,0
5,AU,Seasons 1-15,6,Tarzan,3
5,AU,Seasons 1-15,6,Jacqui,0
5,AU,Seasons 1-15,6,AK,1
5,AU,Seasons 1-15,6,Locky,2
5,AU,Seasons 1-15,6,Moana,4
5,AU,Seasons 1-15,6,Zach,7
5,AU,Seasons 1-15,6,Lydia,0
5,AU,Seasons 1-15,6,Mat,4
5,AU,Seasons 1-15,6,Shonee,7
5,AU,Seasons 1-15,6,Sharn,1
5,AU,Seasons 1-15,6,David,3
5,AU,Seasons 1-15,6,John,0
5,AU,Seasons 1-15,6,Abbey,5
5,AU,Seasons 1-15,6,Harry,2
5,SA,Seasons 1-15,6,Phil,10
5,SA,Seasons 1-15,6,Gena,1
5,SA,Seasons 1-15,6,Sonette,0
5,SA,Seasons 1-15,6,Stephen,3
5,SA,Seasons 1-15,6,Marian,0
5,SA,Seasons 1-15,6,Solly,3
5,SA,Seasons 1-15,6,Moyra,3
5,SA,Seasons 1-15,6,Vel,1
5,SA,Seasons 1-15,6,Shane,2
5,SA,Seasons 1-15,6,Altaaf,3
5,SA,Seasons 1-15,6,Zavion,1
5,SA,Seasons 1-15,6,David,4
5,SA,Seasons 1-15,6,Sivu,0
5,SA,Seasons 1-15,6,Buhle,0
5,SA,Seasons 1-15,6,Graham,6
5,SA,Seasons 1-15,6,Mark,4
5,SA,Seasons 1-15,6,Corne,7
5,US,Seasons 1-15,7,Shii Ann,10
5,US,Seasons 1-15,7,Erin,5
5,US,Seasons 1-15,7,Ken,5
5,US,Seasons 1-15,7,Penny,1
5,US,Seasons 1-15,7,Jake,0
5,US,Seasons 1-15,7,Ted,4
5,US,Seasons 1-15,7,Helen,3
5,US,Seasons 1-15,7,Jan,3
5,US,Seasons 1-15,7,Clay,3
5,US,Seasons 1-15,7,Brian,6
5,AU,Seasons 1-15,7,Phoebe,0
5,AU,Seasons 1-15,7,Nick,8
5,AU,Seasons 1-15,7,Brooke,1
5,AU,Seasons 1-15,7,Flick,0
5,AU,Seasons 1-15,7,Lee,0
5,AU,Seasons 1-15,7,Tarzan,0
5,AU,Seasons 1-15,7,Jacqui,0
5,AU,Seasons 1-15,7,AK,0
5,AU,Seasons 1-15,7,Locky,0
5,AU,Seasons 1-15,7,Moana,0
5,AU,Seasons 1-15,7,Zach,1
5,AU,Seasons 1-15,7,Lydia,0
5,AU,Seasons 1-15,7,Mat,4
5,AU,Seasons 1-15,7,Shonee,7
5,AU,Seasons 1-15,7,Sharn,0
5,AU,Seasons 1-15,7,David,2
5,AU,Seasons 1-15,7,John,0
5,AU,Seasons 1-15,7,Abbey,9
5,AU,Seasons 1-15,7,Harry,1
5,SA,Seasons 1-15,7,Gena,16
5,SA,Seasons 1-15,7,Sonette,1
5,SA,Seasons 1-15,7,Stephen,6
5,SA,Seasons 1-15,7,Marian,5
5,SA,Seasons 1-15,7,Solly,3
5,SA,Seasons 1-15,7,Moyra,1
5,SA,Seasons 1-15,7,Vel,2
5,SA,Seasons 1-15,7,Shane,4
5,SA,Seasons 1-15,7,Altaaf,2
5,SA,Seasons 1-15,7,Zavion,5
5,SA,Seasons 1-15,7,David,5
5,SA,Seasons 1-15,7,Sivu,1
5,SA,Seasons 1-15,7,Buhle,1
5,SA,Seasons 1-15,7,Graham,5
5,SA,Seasons 1-15,7,Mark,3
5,SA,Seasons 1-15,7,Corne,8
5,US,Seasons 1-15,8,Erin,0
5,US,Seasons 1-15,8,Ken,6
5,US,Seasons 1-15,8,Penny,2
5,US,Seasons 1-15,8,Jake,6
5,US,Seasons 1-15,8,Ted,4
5,US,Seasons 1-15,8,Helen,2
5,US,Seasons 1-15,8,Jan,5
5,US,Seasons 1-15,8,Clay,4
5,US,Seasons 1-15,8,Brian,6
5,AU,Seasons 1-15,8,Phoebe,1
5,AU,Seasons 1-15,8,Nick,5
5,AU,Seasons 1-15,8,Brooke,0
5,AU,Seasons 1-15,8,Flick,0
5,AU,Seasons 1-15,8,Lee,0
5,AU,Seasons 1-15,8,Tarzan,0
5,AU,Seasons 1-15,8,Jacqui,0
5,AU,Seasons 1-15,8,AK,1
5,AU,Seasons 1-15,8,Locky,1
5,AU,Seasons 1-15,8,Moana,7
5,AU,Seasons 1-15,8,Zach,0
5,AU,Seasons 1-15,8,Lydia,10
5,AU,Seasons 1-15,8,Mat,5
5,AU,Seasons 1-15,8,Shonee,7
5,AU,Seasons 1-15,8,Sharn,1
5,AU,Seasons 1-15,8,David,5
5,AU,Seasons 1-15,8,John,0
5,AU,Seasons 1-15,8,Harry,0
5,SA,Seasons 1-15,8,Sonette,6
5,SA,Seasons 1-15,8,Stephen,6
5,SA,Seasons 1-15,8,Marian,2
5,SA,Seasons 1-15,8,Solly,3
5,SA,Seasons 1-15,8,Moyra,2
5,SA,Seasons 1-15,8,Vel,0
5,SA,Seasons 1-15,8,Shane,7
5,SA,Seasons 1-15,8,Altaaf,1
5,SA,Seasons 1-15,8,Zavion,9
5,SA,Seasons 1-15,8,David,7
5,SA,Seasons 1-15,8,Sivu,1
5,SA,Seasons 1-15,8,Buhle,1
5,SA,Seasons 1-15,8,Graham,2
5,SA,Seasons 1-15,8,Mark,8
5,SA,Seasons 1-15,8,Corne,8
5,US,Seasons 1-15,9,Ken,3
5,US,Seasons 1-15,9,Penny,2
5,US,Seasons 1-15,9,Jake,6
5,US,Seasons 1-15,9,Ted,6
5,US,Seasons 1-15,9,Helen,1
5,US,Seasons 1-15,9,Jan,3
5,US,Seasons 1-15,9,Clay,5
5,US,Seasons 1-15,9,Brian,5
5,AU,Seasons 1-15,9,Phoebe,1
5,AU,Seasons 1-15,9,Nick,0
5,AU,Seasons 1-15,9,Brooke,0
5,AU,Seasons 1-15,9,Flick,0
5,AU,Seasons 1-15,9,Lee,0
5,AU,Seasons 1-15,9,Tarzan,0
5,AU,Seasons 1-15,9,Jacqui,0
5,AU,Seasons 1-15,9,AK,2
5,AU,Seasons 1-15,9,Locky,3
5,AU,Seasons 1-15,9,Moana,7
5,AU,Seasons 1-15,9,Zach,0
5,AU,Seasons 1-15,9,Mat,9
5,AU,Seasons 1-15,9,Shonee,0
5,AU,Seasons 1-15,9,Sharn,0
5,AU,Seasons 1-15,9,David,5
5,AU,Seasons 1-15,9,John,4
5,AU,Seasons 1-15,9,Harry,2
5,SA,Seasons 1-15,9,Stephen,9
5,SA,Seasons 1-15,9,Marian,6
5,SA,Seasons 1-15,9,Solly,1
5,SA,Seasons 1-15,9,Moyra,3
5,SA,Seasons 1-15,9,Vel,0
5,SA,Seasons 1-15,9,Shane,9
5,SA,Seasons 1-15,9,Altaaf,2
5,SA,Seasons 1-15,9,Zavion,4
5,SA,Seasons 1-15,9,David,4
5,SA,Seasons 1-15,9,Sivu,1
5,SA,Seasons 1-15,9,Buhle,1
5,SA,Seasons 1-15,9,Graham,5
5,SA,Seasons 1-15,9,Mark,5
5,SA,Seasons 1-15,9,Corne,5
5,US,Seasons 1-15,10,Penny,4
5,US,Seasons 1-15,10,Jake,6
5,US,Seasons 1-15,10,Ted,4
5,US,Seasons 1-15,10,Helen,3
5,US,Seasons 1-15,10,Jan,1
5,US,Seasons 1-15,10,Clay,11
5,US,Seasons 1-15,10,Brian,8
5,AU,Seasons 1-15,10,Phoebe,6
5,AU,Seasons 1-15,10,Nick,5
5,AU,Seasons 1-15,10,Brooke,1
5,AU,Seasons 1-15,10,Flick,1
5,AU,Seasons 1-15,10,Lee,1
5,AU,Seasons 1-15,10,Tarzan,1
5,AU,Seasons 1-15,10,Jacqui,0
5,AU,Seasons 1-15,10,AK,0
5,AU,Seasons 1-15,10,Locky,0
5,AU,Seasons 1-15,10,Moana,1
5,AU,Seasons 1-15,10,Zach,0
5,AU,Seasons 1-15,10,Mat,8
5,AU,Seasons 1-15,10,Shonee,2
5,AU,Seasons 1-15,10,Sharn,0
5,AU,Seasons 1-15,10,David,8
5,AU,Seasons 1-15,10,Harry,4
5,SA,Seasons 1-15,10,Marian,4
5,SA,Seasons 1-15,10,Solly,6
5,SA,Seasons 1-15,10,Moyra,4
5,SA,Seasons 1-15,10,Vel,0
5,SA,Seasons 1-15,10,Shane,4
5,SA,Seasons 1-15,10,Altaaf,1
5,SA,Seasons 1-15,10,Zavion,6
5,SA,Seasons 1-15,10,David,8
5,SA,Seasons 1-15,10,Sivu,7
5,SA,Seasons 1-15,10,Buhle,3
5,SA,Seasons 1-15,10,Graham,6
5,SA,Seasons 1-15,10,Mark,4
5,SA,Seasons 1-15,10,Corne,4
5,AU,Seasons 1-15,11,Phoebe,5
5,AU,Seasons 1-15,11,Nick,4
5,AU,Seasons 1-15,11,Brooke,2
5,AU,Seasons 1-15,11,Flick,0
5,AU,Seasons 1-15,11,Lee,0
5,AU,Seasons 1-15,11,Tarzan,0
5,AU,Seasons 1-15,11,Jacqui,1
5,AU,Seasons 1-15,11,AK,1
5,AU,Seasons 1-15,11,Locky,0
5,AU,Seasons 1-15,11,Moana,6
5,AU,Seasons 1-15,11,Zach,1
5,AU,Seasons 1-15,11,Shonee,1
5,AU,Seasons 1-15,11,Sharn,5
5,AU,Seasons 1-15,11,David,12
5,AU,Seasons 1-15,11,Harry,6
5,SA,Seasons 1-15,11,Marian,4
5,SA,Seasons 1-15,11,Solly,4
5,SA,Seasons 1-15,11,Moyra,0
5,SA,Seasons 1-15,11,Vel,0
5,SA,Seasons 1-15,11,Shane,8
5,SA,Seasons 1-15,11,Altaaf,3
5,SA,Seasons 1-15,11,Zavion,6
5,SA,Seasons 1-15,11,David,5
5,SA,Seasons 1-15,11,Sivu,0
5,SA,Seasons 1-15,11,Buhle,0
5,SA,Seasons 1-15,11,Graham,4
5,SA,Seasons 1-15,11,Mark,0
5,SA,Seasons 1-15,11,Corne,1
5,US,Seasons 1-15,12,Jake,5
5,US,Seasons 1-15,12,Ted,3
5,US,Seasons 1-15,12,Helen,9
5,US,Seasons 1-15,12,Jan,3
5,US,Seasons 1-15,12,Clay,1
5,US,Seasons 1-15,12,Brian,2
5,AU,Seasons 1-15,12,Nick,2
5,AU,Seasons 1-15,12,Brooke,9
5,AU,Seasons 1-15,12,Flick,6
5,AU,Seasons 1-15,12,Lee,0
5,AU,Seasons 1-15,12,Tarzan,0
5,AU,Seasons 1-15,12,Jacqui,0
5,AU,Seasons 1-15,12,AK,4
5,AU,Seasons 1-15,12,Locky,0
5,AU,Seasons 1-15,12,Moana,1
5,AU,Seasons 1-15,12,Zach,0
5,AU,Seasons 1-15,12,Shonee,1
5,AU,Seasons 1-15,12,Sharn,2
5,AU,Seasons 1-15,12,David,4
5,AU,Seasons 1-15,12,Harry,8
5,SA,Seasons 1-15,12,Solly,7
5,SA,Seasons 1-15,12,Moyra,2
5,SA,Seasons 1-15,12,Vel,4
5,SA,Seasons 1-15,12,Shane,9
5,SA,Seasons 1-15,12,Altaaf,1
5,SA,Seasons 1-15,12,Zavion,4
5,SA,Seasons 1-15,12,David,3
5,SA,Seasons 1-15,12,Sivu,3
5,SA,Seasons 1-15,12,Buhle,1
5,SA,Seasons 1-15,12,Graham,13
5,SA,Seasons 1-15,12,Mark,0
5,SA,Seasons 1-15,12,Corne,2
5,US,Seasons 1-15,13,Ted,11
5,US,Seasons 1-15,13,Helen,8
5,US,Seasons 1-15,13,Jan,3
5,US,Seasons 1-15,13,Clay,3
5,US,Seasons 1-15,13,Brian,4
5,AU,Seasons 1-15,13,Nick,8
5,AU,Seasons 1-15,13,Brooke,5
5,AU,Seasons 1-15,13,Lee,0
5,AU,Seasons 1-15,13,Tarzan,0
5,AU,Seasons 1-15,13,Jacqui,4
5,AU,Seasons 1-15,13,AK,0
5,AU,Seasons 1-15,13,Locky,0
5,AU,Seasons 1-15,13,Moana,0
5,AU,Seasons 1-15,13,Zach,0
5,AU,Seasons 1-15,13,Shonee,3
5,AU,Seasons 1-15,13,Sharn,2
5,AU,Seasons 1-15,13,David,8
5,AU,Seasons 1-15,13,Harry,8
5,SA,Seasons 1-15,13,Moyra,4
5,SA,Seasons 1-15,13,Vel,4
5,SA,Seasons 1-15,13,Shane,1
5,SA,Seasons 1-15,13,Altaaf,8
5,SA,Seasons 1-15,13,Zavion,6
5,SA,Seasons 1-15,13,David,5
5,SA,Seasons 1-15,13,Sivu,6
5,SA,Seasons 1-15,13,Buhle,1
5,SA,Seasons 1-15,13,Graham,5
5,SA,Seasons 1-15,13,Mark,4
5,SA,Seasons 1-15,13,Corne,6
5,US,Seasons 1-15,14,Helen,4
5,US,Seasons 1-15,14,Jan,7
5,US,Seasons 1-15,14,Clay,13
5,US,Seasons 1-15,14,Brian,9
5,AU,Seasons 1-15,14,Brooke,0
5,AU,Seasons 1-15,14,Lee,0
5,AU,Seasons 1-15,14,Tarzan,3
5,AU,Seasons 1-15,14,Jacqui,0
5,AU,Seasons 1-15,14,AK,3
5,AU,Seasons 1-15,14,Locky,6
5,AU,Seasons 1-15,14,Moana,7
5,AU,Seasons 1-15,14,Zach,0
5,AU,Seasons 1-15,14,Shonee,11
5,AU,Seasons 1-15,14,Sharn,2
5,AU,Seasons 1-15,14,David,8
5,AU,Seasons 1-15,14,Harry,0
5,SA,Seasons 1-15,14,Shane,9
5,SA,Seasons 1-15,14,Altaaf,9
5,SA,Seasons 1-15,14,Zavion,7
5,SA,Seasons 1-15,14,David,1
5,SA,Seasons 1-15,14,Sivu,3
5,SA,Seasons 1-15,14,Buhle,1
5,SA,Seasons 1-15,14,Graham,7
5,SA,Seasons 1-15,14,Mark,3
5,SA,Seasons 1-15,14,Corne,5
5,AU,Seasons 1-15,15,Brooke,2
5,AU,Seasons 1-15,15,Lee,1
5,AU,Seasons 1-15,15,Tarzan,0
5,AU,Seasons 1-15,15,Jacqui,0
5,AU,Seasons 1-15,15,AK,2
5,AU,Seasons 1-15,15,Moana,1
5,AU,Seasons 1-15,15,Zach,3
5,AU,Seasons 1-15,15,Shonee,0
5,AU,Seasons 1-15,15,Sharn,1
5,AU,Seasons 1-15,15,David,3
5,AU,Seasons 1-15,15,Harry,7
5,SA,Seasons 1-15,15,Altaaf,11
5,SA,Seasons 1-15,15,Zavion,5
5,SA,Seasons 1-15,15,David,6
5,SA,Seasons 1-15,15,Sivu,7
5,SA,Seasons 1-15,15,Buhle,2
5,SA,Seasons 1-15,15,Graham,8
5,SA,Seasons 1-15,15,Mark,3
5,SA,Seasons 1-15,15,Corne,3
5,AU,Seasons 1-15,16,Brooke,8
5,AU,Seasons 1-15,16,Lee,3
5,AU,Seasons 1-15,16,Tarzan,4
5,AU,Seasons 1-15,16,Jacqui,0
5,AU,Seasons 1-15,16,AK,3
5,AU,Seasons 1-15,16,Moana,2
